FACILITY_TICKET_ID,TICKET_ID,FACILITY_ID,TIMESTAMP
696,205,FAC108,2020/4/30 13:26
697,461,FAC114,2019/11/2 22:37
698,729,FAC102,2020/1/9 14:34
699,759,FAC113,2019/11/26 7:59
700,772,FAC137,2019/11/6 22:20
701,201,FAC106,2020/2/23 9:29
702,612,FAC133,2020/2/3 1:07
703,872,FAC130,2019/12/23 10:57
704,700,FAC121,2020/4/12 14:02
705,704,FAC110,2020/5/2 11:03
706,753,FAC123,2020/3/25 21:56
707,236,FAC131,2020/6/12 22:40
708,86,FAC132,2019/11/9 3:25
709,503,FAC141,2020/4/13 9:10
710,825,FAC142,2020/3/21 12:45
711,83,FAC140,2020/3/24 7:37
712,194,FAC135,2020/2/2 9:21
713,149,FAC120,2020/5/10 23:02
714,293,FAC112,2020/8/8 5:59
715,645,FAC118,2020/8/3 15:18
716,732,FAC116,2019/11/18 6:10
717,659,FAC117,2020/3/25 23:53
718,253,FAC127,2020/3/14 1:00
719,505,FAC122,2020/1/26 9:31
720,233,FAC138,2020/2/13 5:20
721,877,FAC106,2020/3/29 9:28
722,808,FAC126,2019/12/4 3:56
723,558,FAC114,2020/7/13 17:59
724,267,FAC106,2019/12/25 19:26
725,324,FAC119,2020/2/4 22:31
726,503,FAC139,2020/4/13 8:10
727,458,FAC110,2019/11/28 0:50
728,173,FAC101,2019/12/5 2:20
729,527,FAC141,2019/12/19 15:32
730,949,FAC120,2020/3/8 14:07
731,694,FAC133,2020/4/11 6:13
732,638,FAC132,2019/12/26 4:34
733,460,FAC138,2019/11/11 16:09
734,490,FAC119,2020/7/13 20:40
735,565,FAC113,2020/5/16 3:12
736,370,FAC118,2020/2/18 0:58
737,320,FAC118,2019/11/7 13:52
738,729,FAC120,2020/1/9 14:33
739,455,FAC136,2020/4/30 7:30
740,906,FAC114,2020/7/4 4:58
741,828,FAC112,2020/6/13 13:20
742,170,FAC111,2020/5/24 23:20
743,512,FAC131,2020/7/13 14:00
744,17,FAC111,2020/7/14 7:23
745,261,FAC106,2019/12/29 12:14
746,967,FAC134,2019/11/15 15:03
747,536,FAC120,2020/6/9 2:41
748,753,FAC101,2020/3/25 6:59
749,430,FAC120,2020/1/15 17:46
750,866,FAC139,2019/11/27 13:09
751,36,FAC103,2020/4/6 5:26
752,407,FAC132,2020/8/2 12:01
753,158,FAC121,2020/6/24 5:46
754,778,FAC136,2020/4/24 23:53
755,687,FAC104,2020/7/10 12:04
756,588,FAC136,2020/2/24 20:56
757,382,FAC104,2020/1/3 17:40
758,917,FAC135,2020/4/27 19:49
759,620,FAC130,2020/3/15 16:16
760,846,FAC106,2020/8/1 5:14
761,669,FAC142,2020/1/12 8:16
762,879,FAC123,2020/5/26 16:12
763,4,FAC108,2020/7/24 0:27
764,436,FAC123,2020/1/3 22:39
765,189,FAC127,2020/8/12 21:43
766,356,FAC104,2020/3/8 11:36
767,940,FAC134,2019/11/17 23:14
768,299,FAC132,2020/2/18 17:06
769,739,FAC133,2020/6/7 22:19
770,736,FAC110,2020/2/15 17:31
771,483,FAC126,2020/4/16 19:50
772,536,FAC112,2020/6/9 21:35
773,726,FAC111,2019/12/27 16:10
774,896,FAC123,2019/12/17 4:19
775,824,FAC119,2020/7/10 20:57
776,181,FAC110,2020/2/15 13:49
777,745,FAC103,2020/8/6 8:06
778,35,FAC118,2020/6/29 20:36
779,313,FAC108,2020/1/28 21:10
780,102,FAC105,2020/2/4 4:50
781,607,FAC117,2019/12/21 6:46
782,129,FAC134,2020/4/8 22:32
783,952,FAC129,2020/7/19 4:09
784,790,FAC121,2019/11/10 0:12
785,999,FAC117,2020/3/19 16:45
786,493,FAC133,2020/3/21 13:09
787,639,FAC140,2020/3/14 3:09
788,26,FAC125,2020/1/5 2:57
789,470,FAC121,2020/4/23 21:28
790,330,FAC114,2020/4/12 2:51
791,880,FAC129,2020/3/18 20:01
792,74,FAC126,2020/2/19 12:15
793,363,FAC126,2019/11/11 3:59
794,159,FAC142,2019/11/2 19:53
795,160,FAC122,2020/2/12 4:34
796,149,FAC104,2020/5/10 11:29
797,24,FAC138,2020/2/11 6:32
798,1000,FAC135,2020/7/27 16:10
799,776,FAC119,2020/6/13 16:36
800,983,FAC115,2020/5/25 15:51
801,694,FAC140,2020/4/11 4:43
802,63,FAC114,2020/3/20 5:14
803,826,FAC137,2020/2/7 3:37
804,509,FAC116,2020/1/19 5:27
805,816,FAC103,2020/6/23 17:40
806,259,FAC103,2020/2/26 12:02
807,518,FAC134,2020/2/1 21:32
808,17,FAC138,2020/7/14 14:49
809,880,FAC123,2020/3/18 1:16
810,789,FAC132,2019/11/12 16:07
811,120,FAC108,2020/2/29 12:37
812,424,FAC124,2020/4/25 22:38
813,846,FAC142,2020/8/1 6:07
814,26,FAC106,2020/1/5 0:06
815,893,FAC113,2020/3/21 14:27
816,701,FAC106,2020/6/11 9:35
817,643,FAC107,2020/4/27 19:28
818,744,FAC126,2020/4/5 15:42
819,959,FAC105,2019/11/23 17:21
820,410,FAC117,2020/2/23 5:33
821,668,FAC137,2020/1/12 22:44
822,785,FAC112,2019/12/18 16:32
823,149,FAC105,2020/5/10 21:32
824,642,FAC125,2019/11/1 23:37
825,694,FAC119,2020/4/11 7:29
826,225,FAC108,2020/2/27 13:52
827,254,FAC108,2020/5/15 16:38
828,629,FAC127,2020/3/19 5:01
829,515,FAC120,2020/2/20 16:11
830,686,FAC132,2020/1/4 18:25
831,722,FAC133,2020/6/10 22:23
832,293,FAC128,2020/8/8 8:54
833,831,FAC125,2019/12/11 18:42
834,553,FAC114,2020/8/1 18:59
835,222,FAC128,2020/4/23 13:29
836,537,FAC115,2019/12/4 12:28
837,304,FAC110,2020/3/16 13:15
838,989,FAC125,2019/12/6 3:25
839,803,FAC122,2019/12/31 20:37
840,805,FAC111,2020/1/24 10:41
841,879,FAC104,2020/5/26 23:21
842,978,FAC114,2019/11/25 17:12
843,367,FAC135,2019/12/25 1:15
844,836,FAC104,2020/8/2 18:11
845,110,FAC120,2020/7/25 19:20
846,155,FAC104,2019/12/8 3:57
847,606,FAC132,2020/5/7 18:16
848,262,FAC105,2020/4/11 6:14
849,466,FAC127,2020/7/25 22:36
850,805,FAC124,2020/1/24 21:06
851,979,FAC101,2020/5/17 19:08
852,776,FAC108,2020/6/13 11:11
853,272,FAC103,2020/2/27 22:32
854,187,FAC123,2020/6/20 12:41
855,119,FAC105,2020/6/4 1:55
856,726,FAC132,2019/12/27 16:48
857,988,FAC109,2019/12/6 4:32
858,998,FAC123,2020/4/8 18:20
859,204,FAC121,2019/12/23 16:01
860,178,FAC133,2020/7/14 0:14
861,495,FAC111,2020/1/21 4:36
862,97,FAC111,2020/7/25 3:38
863,990,FAC112,2020/2/11 14:06
864,265,FAC140,2020/1/11 17:39
865,263,FAC110,2020/3/1 8:56
866,48,FAC140,2020/3/10 10:24
867,855,FAC108,2020/1/5 18:37
868,368,FAC112,2019/12/4 13:18
869,112,FAC104,2020/5/30 7:16
870,939,FAC114,2020/8/9 19:12
871,225,FAC109,2020/2/27 5:32
872,51,FAC128,2020/2/6 5:00
873,595,FAC106,2020/3/22 16:08
874,678,FAC128,2020/3/23 4:20
875,257,FAC107,2020/7/5 4:21
876,500,FAC114,2020/6/1 14:01
877,772,FAC101,2019/11/6 8:12
878,733,FAC132,2020/3/10 23:47
879,207,FAC108,2020/6/20 16:41
880,575,FAC116,2020/4/24 16:54
881,446,FAC103,2020/7/19 17:24
882,800,FAC135,2020/1/31 19:19
883,854,FAC117,2019/11/12 8:55
884,485,FAC132,2020/6/22 8:22
885,896,FAC141,2019/12/17 21:19
886,822,FAC118,2020/5/19 19:57
887,341,FAC105,2020/2/15 23:47
888,771,FAC119,2020/3/25 1:00
889,229,FAC133,2020/4/2 18:41
890,382,FAC136,2020/1/3 19:55
891,269,FAC125,2020/3/30 1:05
892,948,FAC116,2020/3/10 13:38
893,170,FAC139,2020/5/24 8:55
894,186,FAC108,2020/1/19 18:34
895,36,FAC102,2020/4/6 2:32
896,912,FAC127,2020/7/25 5:34
897,761,FAC114,2020/5/25 8:01
898,239,FAC129,2020/8/13 20:23
899,414,FAC124,2020/4/30 10:05
900,3,FAC113,2020/4/18 18:25
901,198,FAC109,2019/11/15 18:26
902,764,FAC103,2020/4/13 21:15
903,499,FAC134,2019/12/9 9:20
904,782,FAC112,2020/5/22 3:43
905,507,FAC122,2020/5/8 5:31
906,507,FAC129,2020/5/8 12:21
907,495,FAC104,2020/1/21 11:32
908,756,FAC110,2019/12/21 6:18
909,802,FAC129,2020/4/4 22:46
910,229,FAC129,2020/4/2 12:21
911,356,FAC126,2020/3/8 16:30
912,903,FAC104,2020/1/20 19:10
913,937,FAC140,2020/2/9 10:44
914,937,FAC106,2020/2/9 18:29
915,60,FAC127,2020/6/3 19:57
916,897,FAC134,2020/5/25 10:05
917,553,FAC117,2020/8/1 17:56
918,250,FAC123,2020/6/24 12:47
919,791,FAC140,2020/6/24 4:39
920,166,FAC142,2020/7/12 14:00
921,902,FAC136,2019/12/29 19:51
922,991,FAC101,2019/11/9 1:22
923,951,FAC126,2020/1/25 2:42
924,169,FAC138,2020/7/21 10:58
925,211,FAC125,2019/12/12 23:55
926,176,FAC142,2020/2/26 16:54
927,992,FAC128,2020/5/12 15:41
928,313,FAC131,2020/1/28 3:52
929,472,FAC126,2020/6/17 19:41
930,752,FAC136,2020/3/22 7:08
931,176,FAC127,2020/2/26 11:39
932,585,FAC101,2019/11/6 4:52
933,324,FAC137,2020/2/4 13:25
934,88,FAC130,2020/1/6 0:47
935,771,FAC110,2020/3/25 7:40
936,693,FAC118,2020/8/4 10:02
937,57,FAC104,2020/6/19 5:39
938,723,FAC120,2020/3/19 9:46
939,25,FAC121,2020/2/25 10:06
940,151,FAC115,2020/5/23 1:53
941,380,FAC129,2020/4/14 18:55
942,43,FAC118,2020/6/25 13:44
943,896,FAC116,2019/12/17 10:20
944,369,FAC112,2020/6/10 6:12
945,728,FAC114,2020/2/17 23:53
946,175,FAC117,2020/7/31 16:54
947,788,FAC126,2020/7/2 20:37
948,561,FAC118,2020/1/24 7:19
949,695,FAC119,2020/6/28 19:09
950,990,FAC142,2020/2/11 15:05
951,40,FAC128,2019/11/30 13:40
952,535,FAC129,2020/5/2 19:54
953,733,FAC106,2020/3/10 22:52
954,249,FAC102,2020/7/12 21:28
955,883,FAC116,2020/1/15 17:34
956,936,FAC136,2020/8/6 13:51
957,964,FAC124,2020/4/16 11:18
958,257,FAC107,2020/7/5 10:56
959,689,FAC141,2020/1/25 8:29
960,17,FAC119,2020/7/14 6:49
961,830,FAC125,2019/12/11 13:12
962,221,FAC111,2020/1/9 5:45
963,180,FAC140,2020/7/8 0:14
964,225,FAC125,2020/2/27 5:19
965,359,FAC131,2020/1/4 23:00
966,339,FAC103,2020/5/17 3:09
967,59,FAC135,2020/1/24 4:22
968,670,FAC113,2020/7/31 1:07
969,679,FAC106,2020/5/21 18:25
970,705,FAC126,2020/5/5 10:13
971,671,FAC102,2020/7/10 20:52
972,494,FAC110,2020/6/16 11:03
973,131,FAC130,2020/1/14 14:06
974,741,FAC107,2020/7/10 2:49
975,971,FAC107,2020/3/5 20:29
976,772,FAC101,2019/11/6 23:22
977,871,FAC142,2020/3/7 20:37
978,682,FAC102,2019/12/22 1:16
979,308,FAC133,2019/12/19 23:46
980,204,FAC106,2019/12/23 0:21
981,529,FAC103,2020/7/13 19:28
982,73,FAC141,2020/4/11 14:55
983,183,FAC135,2020/6/9 9:46
984,548,FAC113,2020/3/28 12:17
985,367,FAC132,2019/12/25 17:03
986,267,FAC111,2019/12/25 13:29
987,248,FAC133,2020/7/27 19:37
988,562,FAC116,2019/12/2 13:35
989,702,FAC104,2020/1/25 8:05
990,941,FAC130,2019/12/9 15:12
991,227,FAC137,2020/2/4 0:45
992,947,FAC129,2020/4/24 13:42
993,202,FAC109,2020/6/16 12:15
994,952,FAC129,2020/7/19 22:27
995,842,FAC120,2020/1/31 12:44
996,257,FAC140,2020/7/5 23:05
997,191,FAC118,2020/6/2 2:30
998,173,FAC105,2019/12/5 5:15
999,815,FAC121,2019/12/2 12:27
1000,894,FAC105,2020/5/23 18:16
1001,575,FAC106,2020/4/24 17:50
1002,745,FAC135,2020/8/6 11:26
1003,616,FAC109,2020/2/7 22:13
1004,289,FAC119,2020/1/17 10:29
1005,903,FAC108,2020/1/20 14:57
1006,61,FAC135,2020/1/16 19:16
1007,905,FAC114,2019/12/19 3:14
1008,218,FAC128,2019/12/29 3:53
1009,747,FAC122,2020/6/23 6:56
1010,198,FAC131,2019/11/15 17:14
1011,681,FAC108,2019/12/26 23:03
1012,320,FAC131,2019/11/7 2:03
1013,20,FAC119,2019/11/22 4:14
1014,473,FAC111,2019/11/10 14:04
1015,554,FAC106,2020/4/3 3:13
1016,573,FAC106,2019/12/18 7:13
1017,812,FAC105,2020/7/18 10:53
1018,290,FAC123,2020/7/16 23:12
1019,595,FAC131,2020/3/22 1:39
1020,824,FAC125,2020/7/10 23:30
1021,984,FAC121,2020/6/18 5:05
1022,630,FAC127,2019/12/22 19:39
1023,529,FAC137,2020/7/13 22:54
1024,477,FAC125,2019/11/30 5:09
1025,143,FAC110,2020/6/26 5:26
1026,730,FAC110,2020/3/16 14:49
1027,697,FAC116,2020/5/4 9:38
1028,38,FAC134,2020/6/21 23:17
1029,474,FAC132,2020/6/24 18:18
1030,545,FAC105,2019/11/6 9:06
1031,844,FAC108,2020/3/26 11:34
1032,592,FAC113,2020/5/11 13:50
1033,238,FAC122,2020/3/3 12:11
1034,447,FAC107,2020/8/13 16:05
1035,685,FAC129,2020/5/19 9:25
1036,334,FAC130,2020/6/3 20:10
1037,676,FAC131,2020/6/12 19:30
1038,671,FAC137,2020/7/10 3:45
1039,268,FAC106,2020/6/19 10:59
1040,799,FAC139,2019/12/6 19:44
1041,59,FAC118,2020/1/24 2:55
1042,870,FAC133,2020/7/4 8:23
1043,326,FAC131,2020/5/20 8:30
1044,610,FAC118,2020/7/22 16:21
1045,143,FAC104,2020/6/26 14:24
1046,422,FAC111,2020/3/5 10:02
1047,989,FAC132,2019/12/6 11:48
1048,193,FAC103,2020/4/30 7:41
1049,412,FAC135,2020/3/23 21:52
1050,477,FAC127,2019/11/30 20:30
1051,330,FAC106,2020/4/12 22:02
1052,932,FAC127,2019/12/31 2:01
1053,343,FAC125,2020/1/15 10:16
1054,794,FAC108,2020/2/19 21:02
1055,373,FAC138,2020/6/4 12:00
1056,341,FAC137,2020/2/15 20:05
1057,921,FAC112,2020/5/18 8:11
1058,876,FAC109,2020/6/3 19:00
1059,943,FAC134,2019/12/1 3:21
1060,509,FAC108,2020/1/19 10:21
1061,859,FAC121,2020/5/22 17:35
1062,294,FAC117,2020/4/6 23:31
1063,730,FAC109,2020/3/16 3:09
1064,73,FAC123,2020/4/11 8:32
1065,857,FAC137,2020/2/3 4:41
1066,601,FAC107,2020/6/3 14:17
1067,891,FAC112,2020/4/1 21:45
1068,828,FAC131,2020/6/13 8:18
1069,441,FAC122,2020/5/11 9:20
1070,860,FAC102,2020/4/12 9:27
1071,827,FAC141,2020/7/11 12:00
1072,709,FAC106,2020/7/28 0:40
1073,176,FAC102,2020/2/26 23:22
1074,393,FAC131,2020/6/28 21:14
1075,570,FAC109,2020/4/12 16:28
1076,863,FAC130,2020/1/31 19:48
1077,638,FAC109,2019/12/26 1:15
1078,720,FAC107,2020/5/17 6:49
1079,216,FAC137,2019/11/8 20:46
1080,393,FAC116,2020/6/28 18:52
1081,856,FAC132,2019/12/6 6:28
1082,880,FAC128,2020/3/18 10:25
1083,580,FAC132,2020/8/12 2:57
1084,448,FAC104,2020/4/28 15:37
1085,568,FAC139,2020/7/29 8:39
1086,838,FAC129,2020/8/11 15:38
1087,777,FAC139,2019/11/7 18:03
1088,65,FAC128,2020/2/12 4:19
1089,597,FAC140,2020/4/6 12:05
1090,29,FAC130,2020/5/27 12:10
1091,3,FAC110,2020/4/18 23:57
1092,987,FAC118,2020/4/7 11:39
1093,337,FAC107,2020/4/5 7:08
1094,875,FAC112,2019/11/26 10:43
1095,447,FAC131,2020/8/13 14:32
1096,541,FAC112,2020/5/20 0:13
1097,920,FAC106,2020/6/6 4:28
1098,645,FAC104,2020/8/3 2:12
1099,344,FAC101,2019/12/19 21:54
1100,625,FAC102,2020/5/28 5:21
1101,93,FAC124,2019/12/17 18:47
1102,816,FAC108,2020/6/23 12:54
1103,518,FAC103,2020/2/1 17:49
1104,122,FAC120,2020/6/20 7:50
1105,894,FAC108,2020/5/23 5:15
1106,346,FAC115,2020/4/20 12:06
1107,9,FAC121,2020/2/6 10:34
1108,724,FAC106,2019/12/23 18:45
1109,666,FAC118,2020/6/22 3:42
1110,46,FAC127,2020/3/5 1:48
1111,238,FAC103,2020/3/3 13:36
1112,931,FAC125,2020/1/1 15:02
1113,224,FAC106,2020/2/13 4:53
1114,633,FAC123,2020/2/11 21:55
1115,911,FAC142,2020/6/29 8:58
1116,844,FAC138,2020/3/26 4:14
1117,276,FAC139,2020/7/21 7:40
1118,171,FAC106,2020/2/7 6:44
1119,367,FAC121,2019/12/25 7:17
1120,928,FAC133,2020/4/13 10:51
1121,981,FAC124,2019/11/17 19:35
1122,983,FAC110,2020/5/25 21:57
1123,956,FAC114,2019/11/15 14:31
1124,649,FAC120,2019/12/29 4:32
1125,222,FAC101,2020/4/23 22:30
1126,361,FAC105,2020/5/23 8:22
1127,347,FAC129,2020/8/8 15:58
1128,603,FAC107,2020/8/13 20:24
1129,7,FAC104,2020/6/17 14:24
1130,502,FAC112,2019/11/25 18:57
1131,35,FAC135,2020/6/29 21:22
1132,448,FAC116,2020/4/28 9:59
1133,280,FAC101,2020/4/3 20:03
1134,78,FAC111,2019/12/15 4:36
1135,841,FAC138,2020/2/12 22:45
1136,175,FAC104,2020/7/31 14:38
1137,714,FAC125,2019/11/20 5:51
1138,13,FAC138,2020/5/13 23:08
1139,1000,FAC136,2020/7/27 21:05
1140,60,FAC121,2020/6/3 7:15
1141,556,FAC133,2020/8/10 2:31
1142,572,FAC134,2020/2/14 22:14
1143,173,FAC108,2019/12/5 7:29
1144,557,FAC115,2019/12/1 10:03
1145,237,FAC119,2020/5/22 12:08
1146,491,FAC126,2019/12/30 16:07
1147,941,FAC103,2019/12/9 4:56
1148,504,FAC113,2020/3/21 9:22
1149,583,FAC119,2020/2/6 15:03
1150,23,FAC110,2019/12/28 7:02
1151,2,FAC127,2019/11/27 23:53
1152,299,FAC140,2020/2/18 16:41
1153,876,FAC138,2020/6/3 0:47
1154,975,FAC133,2020/4/9 15:32
1155,346,FAC142,2020/4/20 18:01
1156,49,FAC125,2020/5/28 0:47
1157,664,FAC126,2020/7/3 12:23
1158,39,FAC140,2020/6/18 3:04
1159,666,FAC126,2020/6/22 14:54
1160,663,FAC111,2020/4/12 15:53
1161,495,FAC139,2020/1/21 2:16
1162,703,FAC129,2019/12/20 15:49
1163,817,FAC133,2020/1/30 6:48
1164,144,FAC138,2019/12/10 0:50
1165,573,FAC112,2019/12/18 19:33
1166,730,FAC104,2020/3/16 10:27
1167,65,FAC137,2020/2/12 18:15
1168,222,FAC140,2020/4/23 20:55
1169,282,FAC109,2020/2/4 5:17
1170,78,FAC135,2019/12/15 2:36
1171,857,FAC137,2020/2/3 3:00
1172,691,FAC142,2020/8/2 3:07
1173,339,FAC138,2020/5/17 14:41
1174,15,FAC134,2020/2/12 10:59
1175,198,FAC127,2019/11/15 22:21
1176,409,FAC142,2020/1/17 16:58
1177,903,FAC103,2020/1/20 4:31
1178,412,FAC111,2020/3/23 16:19
1179,507,FAC136,2020/5/8 0:18
1180,910,FAC136,2020/3/7 15:08
1181,353,FAC113,2020/1/17 10:21
1182,541,FAC137,2020/5/20 17:47
1183,112,FAC123,2020/5/30 3:57
1184,454,FAC106,2020/2/18 6:52
1185,13,FAC103,2020/5/13 19:37
1186,520,FAC105,2020/1/23 20:19
1187,946,FAC110,2020/8/12 8:52
1188,362,FAC112,2020/2/26 21:32
1189,911,FAC137,2020/6/29 5:38
1190,333,FAC101,2020/1/6 14:06
1191,214,FAC122,2020/5/16 23:26
1192,553,FAC120,2020/8/1 16:24
1193,957,FAC107,2020/1/9 5:04
1194,717,FAC108,2020/3/29 23:51
1195,785,FAC128,2019/12/18 3:30
1196,215,FAC117,2019/12/1 21:36
1197,327,FAC135,2020/6/30 22:15
1198,594,FAC115,2020/5/18 18:47
1199,376,FAC130,2020/6/6 14:33
1200,929,FAC125,2020/4/18 8:01
1201,519,FAC101,2020/1/28 16:20
1202,767,FAC133,2020/3/28 5:32
1203,583,FAC141,2020/2/6 15:24
1204,352,FAC137,2020/4/13 18:25
1205,328,FAC112,2020/4/22 2:01
1206,363,FAC113,2019/11/11 15:14
1207,101,FAC118,2019/12/12 2:10
1208,540,FAC142,2020/1/7 6:55
1209,723,FAC126,2020/3/19 10:48
1210,477,FAC141,2019/11/30 3:32
1211,545,FAC140,2019/11/6 1:38
1212,360,FAC114,2020/8/7 2:06
1213,953,FAC101,2020/5/30 23:00
1214,323,FAC112,2020/5/9 15:39
1215,312,FAC111,2020/5/19 18:32
1216,292,FAC137,2020/5/26 16:41
1217,587,FAC122,2020/7/25 15:41
1218,793,FAC119,2019/12/3 11:09
1219,916,FAC128,2020/7/14 3:37
1220,160,FAC125,2020/2/12 20:04
1221,944,FAC129,2019/12/2 11:12
1222,518,FAC131,2020/2/1 17:16
1223,921,FAC104,2020/5/18 14:30
1224,456,FAC132,2020/3/13 7:22
1225,393,FAC137,2020/6/28 3:26
1226,945,FAC140,2020/3/4 4:06
1227,403,FAC105,2020/4/5 10:25
1228,243,FAC127,2020/5/12 11:52
1229,46,FAC142,2020/3/5 11:04
1230,153,FAC106,2019/11/1 3:36
1231,389,FAC104,2020/5/29 12:19
1232,178,FAC121,2020/7/14 19:07
1233,913,FAC130,2020/2/14 13:12
1234,957,FAC125,2020/1/9 11:15
1235,283,FAC138,2020/5/27 6:54
1236,833,FAC133,2020/3/25 14:30
1237,527,FAC135,2019/12/19 7:40
1238,562,FAC103,2019/12/2 5:00
1239,997,FAC110,2019/12/23 18:39
1240,155,FAC102,2019/12/8 8:16
1241,306,FAC142,2019/12/25 1:03
1242,453,FAC113,2020/6/30 18:21
1243,359,FAC142,2020/1/4 3:15
1244,666,FAC133,2020/6/22 18:17
1245,295,FAC114,2019/12/6 3:11
1246,555,FAC113,2020/2/27 20:49
1247,299,FAC117,2020/2/18 16:44
1248,842,FAC135,2020/1/31 10:28
1249,766,FAC139,2019/12/2 2:29
1250,405,FAC111,2019/12/3 2:24
1251,546,FAC128,2020/1/18 2:48
1252,948,FAC134,2020/3/10 21:42
1253,59,FAC133,2020/1/24 2:28
1254,907,FAC128,2020/8/2 6:05
1255,498,FAC102,2020/6/16 6:34
1256,722,FAC109,2020/6/10 3:59
1257,946,FAC118,2020/8/12 11:23
1258,389,FAC118,2020/5/29 5:58
1259,536,FAC101,2020/6/9 23:56
1260,661,FAC106,2020/6/20 17:08
1261,404,FAC132,2019/12/13 9:55
1262,503,FAC122,2020/4/13 9:11
1263,877,FAC133,2020/3/29 15:05
1264,706,FAC110,2019/12/13 14:29
1265,510,FAC131,2019/11/20 3:07
1266,352,FAC121,2020/4/13 8:09
1267,242,FAC120,2020/3/18 4:39
1268,979,FAC128,2020/5/17 22:22
1269,848,FAC106,2019/11/10 6:18
1270,61,FAC107,2020/1/16 9:36
1271,538,FAC142,2020/1/29 8:48
1272,243,FAC127,2020/5/12 14:02
1273,202,FAC111,2020/6/16 18:40
1274,882,FAC107,2020/1/9 3:59
1275,658,FAC136,2020/6/21 2:26
1276,598,FAC128,2020/5/14 19:29
1277,413,FAC114,2020/5/2 18:56
1278,995,FAC102,2019/12/15 5:23
1279,525,FAC121,2020/5/6 19:51
1280,325,FAC126,2020/2/8 9:26
1281,538,FAC102,2020/1/29 17:52
1282,217,FAC131,2020/3/31 15:55
1283,643,FAC116,2020/4/27 4:29
1284,791,FAC130,2020/6/24 22:15
1285,450,FAC106,2020/1/2 20:15
1286,463,FAC142,2020/1/30 3:35
1287,753,FAC129,2020/3/25 22:52
1288,383,FAC129,2020/2/28 11:12
1289,172,FAC140,2019/11/27 14:01
1290,175,FAC128,2020/7/31 11:17
1291,997,FAC136,2019/12/23 23:17
1292,34,FAC125,2019/11/17 10:11
1293,455,FAC135,2020/4/30 21:14
1294,640,FAC103,2020/5/9 21:40
1295,640,FAC105,2020/5/9 3:30
1296,366,FAC119,2020/1/18 21:13
1297,976,FAC121,2020/6/18 19:34
1298,479,FAC118,2019/12/13 11:51
1299,303,FAC116,2020/5/14 6:49
1300,544,FAC118,2020/6/19 12:33
1301,107,FAC125,2020/6/28 8:04
1302,276,FAC130,2020/7/21 8:11
1303,764,FAC119,2020/4/13 17:31
1304,31,FAC138,2019/11/16 8:42
1305,648,FAC129,2019/11/20 7:21
1306,869,FAC116,2019/12/4 17:20
1307,824,FAC110,2020/7/10 6:37
1308,95,FAC133,2020/1/5 5:42
1309,613,FAC136,2019/11/13 19:08
1310,435,FAC139,2020/7/11 21:34
1311,685,FAC140,2020/5/19 11:38
1312,106,FAC139,2020/1/1 2:10
1313,703,FAC126,2019/12/20 13:05
1314,844,FAC135,2020/3/26 5:11
1315,723,FAC122,2020/3/19 13:05
1316,985,FAC109,2019/11/23 2:00
1317,671,FAC136,2020/7/10 14:32
1318,179,FAC140,2020/1/20 12:59
1319,415,FAC130,2020/6/7 0:31
1320,4,FAC115,2020/7/24 11:01
1321,556,FAC110,2020/8/10 8:04
1322,220,FAC126,2020/2/9 5:01
1323,491,FAC130,2019/12/30 20:22
1324,682,FAC105,2019/12/22 16:44
1325,357,FAC139,2020/3/10 0:29
1326,411,FAC104,2020/4/13 3:54
1327,670,FAC111,2020/7/31 8:40
1328,834,FAC135,2019/11/6 18:44
1329,87,FAC115,2020/4/23 6:31
1330,568,FAC131,2020/7/29 3:09
1331,349,FAC103,2019/12/21 9:21
1332,444,FAC105,2020/3/19 12:47
1333,521,FAC120,2020/1/14 9:33
1334,276,FAC132,2020/7/21 15:07
1335,194,FAC137,2020/2/2 19:43
1336,901,FAC140,2020/2/17 17:27
1337,194,FAC121,2020/2/2 17:49
1338,521,FAC109,2020/1/14 17:02
1339,568,FAC115,2020/7/29 8:38
1340,129,FAC139,2020/4/8 15:18
1341,360,FAC118,2020/8/7 5:53
1342,183,FAC132,2020/6/9 22:43
1343,294,FAC110,2020/4/6 4:11
1344,37,FAC118,2020/3/9 19:24
1345,300,FAC110,2020/2/14 12:43
1346,56,FAC124,2019/11/22 19:25
1347,578,FAC123,2019/12/10 22:38
1348,95,FAC119,2020/1/5 20:56
1349,700,FAC138,2020/4/12 14:29
1350,636,FAC139,2019/12/16 13:12
1351,481,FAC141,2020/7/2 6:34
1352,274,FAC120,2020/3/11 0:14
1353,145,FAC106,2020/4/4 9:11
1354,809,FAC106,2019/12/26 12:47
1355,462,FAC138,2020/6/24 0:22
1356,81,FAC129,2020/2/9 15:04
1357,339,FAC104,2020/5/17 10:04
1358,77,FAC101,2020/3/20 13:25
1359,560,FAC130,2020/2/3 9:52
1360,805,FAC131,2020/1/24 12:26
1361,435,FAC117,2020/7/11 18:03
1362,370,FAC111,2020/2/18 5:53
1363,232,FAC134,2020/1/18 13:22
1364,834,FAC133,2019/11/6 17:21
1365,83,FAC136,2020/3/24 21:40
1366,114,FAC130,2020/7/27 19:50
1367,960,FAC123,2020/6/23 19:57
1368,819,FAC104,2019/12/26 1:52
1369,632,FAC125,2020/5/10 4:12
1370,652,FAC103,2020/4/17 20:36
1371,14,FAC132,2020/1/16 13:04
1372,854,FAC134,2019/11/12 4:20
1373,468,FAC121,2020/6/29 3:42
1374,896,FAC139,2019/12/17 9:37
